employee_id,first_name,last_name,email,gender,age,marital_status,department,job_role,education_field,education_level,business_travel,distance_from_home,hire_date,termination_date,employment_status,salary,salary_hike_percent,performance_rating,previous_employers,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,stock_option_level,overtime,training_times_last_year,work_life_balance,job_satisfaction,environment_satisfaction,relationship_satisfaction,job_involvement,attrition,salary_band,age_band
224,Heidi,Wilson,employee224@company.com,Male,41,Single,Human Resources,HR Manager,Marketing,High School,Travel_Frequently,10,2023-06-03,,Active,68609.26,12.13,5,3,3.1,3,5,5,1,Yes,0,1,2,2,3,1,No,60-80K,35-44
225,Anthony,Peterson,employee225@company.com,Female,23,Married,Human Resources,HR Executive,Medical,Master's,Non-Travel,35,2023-08-12,,Active,71321.02,14.04,3,7,2.9,2,5,0,3,Yes,2,2,1,3,2,3,No,60-80K,<25
226,Micheal,Smith,employee226@company.com,Male,26,Married,Sales,Account Executive,Other,PhD,Travel_Frequently,43,2016-12-11,,Active,97134.26,10.29,2,4,9.6,6,1,6,0,No,3,1,2,2,4,1,No,80-100K,25-34
227,Joseph,Orozco,employee227@company.com,Female,43,Married,Sales,Sales Representative,Technical Degree,Master's,Non-Travel,23,2021-11-02,,Active,95364.2,17.74,3,4,4.7,3,4,4,0,No,3,1,3,2,2,3,No,80-100K,35-44
228,Patricia,Anderson,employee228@company.com,Female,55,Divorced,Finance,Financial Analyst,Human Resources,Master's,Travel_Rarely,16,2020-05-28,2021-06-22,Terminated,87833.83,15.18,3,4,6.1,5,3,8,1,Yes,5,2,2,2,3,2,Yes,80-100K,45-54
229,Lee,Grant,employee229@company.com,Male,42,Single,Finance,Financial Analyst,Human Resources,Bachelor's,Non-Travel,21,2017-04-28,,Active,82870.44,21.31,2,0,9.2,5,3,6,2,No,5,3,2,2,1,2,No,80-100K,35-44
230,Caleb,Edwards,employee230@company.com,Female,60,Divorced,Research & Development,Scientist,Human Resources,Master's,Travel_Frequently,15,2017-01-06,,Active,118193.97,7.31,1,1,9.5,7,1,8,3,No,1,4,4,4,2,2,No,100K+,55+
231,April,Kelly,employee231@company.com,Male,39,Married,Research & Development,Research Director,Medical,Master's,Non-Travel,5,2016-12-29,2024-06-25,Terminated,80244.5,6.07,5,7,9.5,7,5,5,3,Yes,3,4,1,4,3,4,Yes,80-100K,35-44
232,Jamie,Wallace,employee232@company.com,Female,51,Single,IT,Software Engineer,Medical,High School,Travel_Frequently,3,2018-05-30,,Active,104046.88,14.83,3,0,8.1,3,2,7,3,No,6,3,4,2,4,3,No,100K+,45-54
233,Arthur,Norman,employee233@company.com,Male,51,Divorced,IT,Software Engineer,Technical Degree,Bachelor's,Travel_Frequently,33,2019-04-18,,Active,101483.58,4.6,4,2,7.2,6,3,5,3,Yes,1,4,2,4,1,3,No,100K+,45-54
234,Crystal,Torres,employee234@company.com,Male,27,Single,Human Resources,HR Manager,Other,High School,Travel_Frequently,24,2017-10-07,,Active,71825.99,3.96,4,2,8.8,6,4,6,0,Yes,2,2,2,2,2,1,No,60-80K,25-34
235,Julie,Jefferson,employee235@company.com,Female,40,Divorced,Finance,Finance Manager,Medical,Bachelor's,Non-Travel,13,2019-09-17,,Active,124159.16,2.08,4,0,6.8,7,3,7,0,No,1,2,4,4,4,4,No,100K+,35-44
236,Michael,Choi,employee236@company.com,Female,61,Divorced,Sales,Sales Executive,Human Resources,Master's,Non-Travel,12,2022-06-16,,Active,118308.79,5.41,4,0,4.1,2,6,0,2,No,0,1,1,4,2,2,No,100K+,55+
237,Anna,Coleman,employee237@company.com,Male,51,Divorced,Marketing,Content Writer,Human Resources,PhD,Non-Travel,6,2022-08-01,,Active,70422.86,19.68,3,6,3.9,1,6,6,0,No,3,2,1,3,3,4,No,60-80K,45-54
238,Amanda,Shelton,employee238@company.com,Male,28,Divorced,IT,System Analyst,Other,Bachelor's,Travel_Rarely,47,2017-05-09,,Active,85196.81,17.84,5,4,9.2,6,4,5,2,No,1,4,4,4,2,2,No,80-100K,25-34
239,Cindy,Dawson,employee239@company.com,Male,29,Single,Marketing,Content Writer,Technical Degree,Bachelor's,Travel_Frequently,14,2019-11-13,,Active,73273.2,20.39,5,6,6.6,0,2,5,1,Yes,5,2,3,3,1,3,No,60-80K,25-34
240,James,Anderson,employee240@company.com,Male,43,Married,Human Resources,Recruiter,Technical Degree,Bachelor's,Non-Travel,13,2023-08-13,,Active,107186.5,9.6,3,7,2.9,7,6,0,1,No,1,4,3,4,4,1,No,100K+,35-44
241,Justin,Scott,employee241@company.com,Female,57,Divorced,Operations,Supply Chain Coordinator,Life Sciences,Master's,Travel_Frequently,44,2021-06-17,,Active,93712.19,9.63,5,5,5.1,1,1,4,0,No,3,2,4,2,1,3,No,80-100K,55+
242,Jason,Mason,employee242@company.com,Female,48,Single,Marketing,Content Writer,Technical Degree,Master's,Travel_Rarely,29,2025-04-26,,Active,96678.95,21.08,3,4,1.2,2,0,5,0,Yes,0,4,1,4,2,2,No,80-100K,45-54
243,Brian,Hicks,employee243@company.com,Female,42,Single,Human Resources,HR Coordinator,Life Sciences,Master's,Non-Travel,47,2019-10-13,,Active,101174.81,2.84,3,1,6.7,0,2,0,0,No,3,1,1,3,1,3,No,100K+,35-44
244,Stefanie,Burnett,employee244@company.com,Male,40,Married,Marketing,Marketing Manager,Human Resources,PhD,Travel_Rarely,43,2020-12-27,,Active,104986.33,4.71,2,4,5.5,1,0,8,0,Yes,4,3,3,3,2,3,No,100K+,35-44
245,Ronald,Mayer,employee245@company.com,Female,61,Married,IT,System Analyst,Human Resources,High School,Non-Travel,9,2019-07-13,,Active,90795.55,2.67,5,0,7.0,1,3,0,0,No,3,2,4,3,3,3,No,80-100K,55+
246,Jonathan,Cole,employee246@company.com,Male,51,Divorced,Operations,Operations Manager,Medical,Bachelor's,Travel_Frequently,30,2018-06-06,,Active,95782.48,4.24,3,7,8.1,7,1,3,1,No,2,4,2,3,3,4,No,80-100K,45-54
247,Ruben,White,employee247@company.com,Male,44,Married,Finance,Accountant,Technical Degree,Master's,Travel_Rarely,50,2025-02-06,2026-01-03,Terminated,88075.82,10.02,3,1,1.4,6,6,1,2,Yes,6,3,4,4,4,2,Yes,80-100K,35-44
248,Paul,Cabrera,employee248@company.com,Female,46,Single,IT,System Analyst,Marketing,Master's,Travel_Frequently,38,2021-12-22,,Active,87000.06,11.92,5,5,4.5,8,5,3,1,Yes,5,4,1,4,3,1,No,80-100K,45-54
249,Meghan,Jones,employee249@company.com,Female,26,Divorced,Operations,Logistics Executive,Life Sciences,High School,Travel_Rarely,32,2021-09-05,,Active,107281.81,16.83,2,3,4.8,2,4,0,1,Yes,3,3,4,4,2,2,No,100K+,25-34
250,Amanda,Shepherd,employee250@company.com,Female,49,Divorced,Marketing,Content Writer,Marketing,Bachelor's,Travel_Frequently,1,2018-08-16,,Active,105274.73,16.06,3,2,7.9,4,0,5,0,Yes,5,3,1,3,1,2,No,100K+,45-54
251,Cory,Reed,employee251@company.com,Female,47,Married,Finance,Auditor,Technical Degree,Master's,Travel_Frequently,12,2019-04-03,,Active,78686.74,12.92,2,6,7.3,5,6,6,1,No,6,2,2,1,1,1,No,60-80K,45-54
252,Jessica,Miles,employee252@company.com,Male,27,Single,Research & Development,R&D Manager,Other,High School,Travel_Rarely,45,2021-05-09,,Active,95367.93,15.9,3,2,5.2,7,4,6,3,No,2,2,2,4,1,4,No,80-100K,25-34
253,Douglas,Thomas,employee253@company.com,Female,48,Divorced,Operations,Operations Manager,Human Resources,PhD,Non-Travel,3,2022-01-09,,Active,130232.34,15.07,4,1,4.5,7,5,1,1,No,3,1,1,2,4,1,No,100K+,45-54
254,Charles,Hudson,employee254@company.com,Female,56,Single,Marketing,Content Writer,Technical Degree,High School,Travel_Frequently,31,2020-08-05,,Active,120286.98,15.2,3,5,5.9,4,2,2,0,No,5,3,1,4,2,1,No,100K+,55+
255,Richard,Nunez,employee255@company.com,Male,40,Married,Marketing,Content Writer,Life Sciences,Master's,Travel_Frequently,5,2022-03-14,,Active,69209.45,21.58,3,2,4.3,4,2,4,0,Yes,4,2,2,4,3,2,No,60-80K,35-44
256,Miguel,Williams,employee256@company.com,Male,43,Single,Human Resources,HR Manager,Medical,Master's,Travel_Rarely,49,2017-02-12,,Active,87136.49,24.85,4,3,9.4,7,5,2,1,No,0,3,1,1,2,4,No,80-100K,35-44
257,Sean,Campbell,employee257@company.com,Male,46,Divorced,Finance,Auditor,Other,High School,Travel_Rarely,17,2021-03-05,,Active,115803.67,5.34,4,0,5.3,4,6,7,3,No,4,1,1,3,4,3,No,100K+,45-54
258,John,Wade,employee258@company.com,Male,38,Divorced,Human Resources,Recruiter,Human Resources,High School,Travel_Rarely,50,2022-08-15,,Active,79784.96,17.53,3,3,3.9,8,2,2,2,Yes,5,1,1,1,4,1,No,60-80K,35-44
259,James,Scott,employee259@company.com,Female,36,Divorced,IT,Software Engineer,Marketing,PhD,Non-Travel,3,2019-11-01,,Active,95457.29,2.55,2,3,6.7,1,5,1,0,Yes,3,2,1,2,3,3,No,80-100K,35-44
260,Joshua,Bailey,employee260@company.com,Female,49,Divorced,Finance,Accountant,Other,PhD,Travel_Rarely,11,2020-07-31,,Active,110819.51,19.96,3,0,5.9,6,3,5,0,No,6,3,2,4,1,4,No,100K+,45-54
261,Corey,Oconnor,employee261@company.com,Female,28,Single,Research & Development,R&D Manager,Human Resources,High School,Non-Travel,40,2021-11-18,,Active,68496.04,16.8,5,4,4.6,1,0,1,0,No,6,4,1,4,2,1,No,60-80K,25-34
262,Karen,Bailey,employee262@company.com,Female,47,Divorced,Sales,Account Executive,Life Sciences,High School,Travel_Rarely,28,2021-04-02,,Active,96707.12,11.29,4,1,5.3,8,1,0,3,No,0,3,3,3,4,1,No,80-100K,45-54
263,Andrew,Brown,employee263@company.com,Female,27,Married,Marketing,Marketing Associate,Marketing,Master's,Non-Travel,36,2016-07-22,,Active,32980.99,2.9,3,3,10.0,4,5,6,0,No,3,1,4,2,2,1,No,<40K,25-34
264,Allison,Harper,employee264@company.com,Male,53,Married,Research & Development,Scientist,Life Sciences,PhD,Travel_Rarely,35,2020-10-13,,Active,87034.19,24.19,4,0,5.7,0,2,0,2,Yes,3,1,2,4,2,2,No,80-100K,45-54
265,Garrett,Fitzgerald,employee265@company.com,Female,23,Married,Sales,Sales Executive,Human Resources,Bachelor's,Non-Travel,45,2021-12-08,,Active,74611.48,16.92,1,0,4.6,4,6,1,3,Yes,6,1,1,1,4,2,No,60-80K,<25
266,Renee,Rogers,employee266@company.com,Female,42,Single,Sales,Sales Representative,Other,Master's,Travel_Rarely,14,2017-05-08,,Active,74883.25,19.58,3,5,9.2,1,0,4,1,No,1,3,2,4,2,1,No,60-80K,35-44
267,Eric,Gross,employee267@company.com,Female,32,Single,Research & Development,Scientist,Technical Degree,Bachelor's,Non-Travel,1,2025-06-27,,Active,110086.17,6.13,2,4,1.0,6,5,7,1,Yes,1,3,4,4,2,2,No,100K+,25-34
268,Cindy,Case,employee268@company.com,Female,61,Single,IT,Software Engineer,Other,PhD,Travel_Rarely,27,2018-11-20,,Active,87347.88,2.11,3,1,7.6,8,0,5,1,No,6,2,3,1,2,1,No,80-100K,55+
269,Allison,Orozco,employee269@company.com,Female,53,Single,Operations,Operations Manager,Medical,Bachelor's,Non-Travel,42,2016-08-28,,Active,95799.33,10.38,3,4,9.9,5,4,7,0,Yes,5,1,2,2,1,4,No,80-100K,45-54
270,Kimberly,Berry,employee270@company.com,Male,50,Divorced,IT,Software Engineer,Human Resources,PhD,Travel_Rarely,13,2022-10-12,2025-01-22,Terminated,101961.11,19.18,4,3,3.7,1,2,3,0,Yes,5,4,2,4,2,1,Yes,100K+,45-54
271,Heather,Bird,employee271@company.com,Female,31,Single,Finance,Auditor,Human Resources,High School,Non-Travel,25,2024-09-24,2025-12-22,Terminated,106419.1,10.59,3,3,1.8,5,2,3,2,Yes,0,1,3,2,1,4,Yes,100K+,25-34
272,Kenneth,Torres,employee272@company.com,Female,36,Married,Finance,Auditor,Human Resources,Master's,Travel_Frequently,40,2022-09-14,,Active,67262.07,22.83,3,3,3.8,1,3,8,3,Yes,4,4,4,3,1,4,No,60-80K,35-44
273,Cynthia,White,employee273@company.com,Female,59,Single,Marketing,Marketing Manager,Human Resources,Master's,Travel_Frequently,1,2022-05-02,,Active,124647.46,11.61,1,7,4.2,8,0,6,3,No,6,1,4,4,2,1,No,100K+,55+
274,Sharon,Boyer,employee274@company.com,Female,35,Single,IT,Software Engineer,Marketing,PhD,Non-Travel,42,2019-02-21,,Active,88153.5,24.98,1,4,7.4,2,5,7,0,No,3,2,4,2,3,4,No,80-100K,25-34
275,Aaron,Mclean,employee275@company.com,Male,46,Divorced,Marketing,Marketing Associate,Marketing,Bachelor's,Travel_Rarely,28,2022-09-23,,Active,82077.37,19.32,4,3,3.8,1,4,5,0,No,0,1,4,3,4,1,No,80-100K,45-54
276,Becky,Harper,employee276@company.com,Male,57,Divorced,Human Resources,Recruiter,Medical,Master's,Travel_Rarely,16,2017-08-22,,Active,112531.55,14.41,4,3,8.9,3,2,5,2,No,2,1,1,3,3,4,No,100K+,55+
277,Steve,Price,employee277@company.com,Female,50,Divorced,Finance,Accountant,Marketing,Bachelor's,Non-Travel,30,2018-10-22,,Active,102985.9,4.01,3,2,7.7,4,0,1,1,No,0,2,4,2,2,1,No,100K+,45-54
278,Joanna,Thomas,employee278@company.com,Male,52,Married,Human Resources,HR Coordinator,Technical Degree,High School,Travel_Frequently,42,2019-11-08,,Active,92596.75,2.49,2,0,6.7,3,6,8,2,No,4,3,3,4,4,4,No,80-100K,45-54
279,Jennifer,Hayes,employee279@company.com,Female,32,Married,Human Resources,HR Manager,Medical,High School,Travel_Rarely,19,2025-02-16,,Active,86647.03,19.7,1,5,1.4,4,3,2,1,No,1,2,2,2,2,1,No,80-100K,25-34
280,Christopher,Adams,employee280@company.com,Female,38,Married,Sales,Sales Manager,Medical,Master's,Travel_Frequently,46,2017-10-07,,Active,84620.3,2.8,3,5,8.8,2,2,7,1,No,0,1,4,4,2,4,No,80-100K,35-44
281,Tammy,Craig,employee281@company.com,Female,40,Married,Human Resources,HR Manager,Marketing,Master's,Travel_Frequently,47,2023-03-11,2024-08-01,Terminated,93702.76,22.86,3,1,3.3,7,0,2,0,No,0,4,2,4,3,1,Yes,80-100K,35-44
282,Wanda,Bryant,employee282@company.com,Male,59,Divorced,Human Resources,HR Executive,Medical,PhD,Non-Travel,2,2020-02-13,,Active,117131.96,3.92,4,1,6.4,8,3,3,3,No,4,1,3,4,2,4,No,100K+,55+
283,Joe,Hernandez,employee283@company.com,Female,44,Married,Human Resources,HR Coordinator,Marketing,High School,Travel_Frequently,6,2017-06-08,,Active,118990.25,6.96,4,6,9.1,7,2,2,3,No,1,1,2,2,3,4,No,100K+,35-44
284,Anthony,Allen,employee284@company.com,Female,27,Single,Operations,Supply Chain Coordinator,Technical Degree,PhD,Travel_Rarely,12,2024-08-19,2026-04-30,Terminated,63032.77,14.78,4,2,1.9,3,1,6,2,No,0,3,3,4,4,2,Yes,60-80K,25-34
285,Deborah,Johnson,employee285@company.com,Female,62,Divorced,Sales,Sales Executive,Technical Degree,Bachelor's,Travel_Frequently,43,2024-12-22,2025-08-12,Terminated,141595.5,22.53,3,7,1.5,3,0,1,2,No,0,3,4,4,3,4,Yes,100K+,55+
286,Jacqueline,Weeks,employee286@company.com,Male,38,Single,Marketing,Marketing Associate,Human Resources,Bachelor's,Non-Travel,21,2016-10-27,,Active,61118.68,12.6,4,5,9.7,2,0,4,2,No,5,3,1,3,3,1,No,60-80K,35-44
287,Jonathan,Hunter,employee287@company.com,Male,28,Divorced,IT,System Analyst,Medical,PhD,Travel_Rarely,44,2017-01-25,,Active,80123.22,20.4,3,5,9.4,1,4,5,1,Yes,1,3,3,4,4,3,No,80-100K,25-34
288,Megan,Shaw,employee288@company.com,Male,34,Divorced,Research & Development,Scientist,Human Resources,Bachelor's,Travel_Rarely,30,2021-09-14,,Active,96024.76,23.07,2,2,4.8,0,3,5,2,No,1,4,3,2,3,1,No,80-100K,25-34
289,Danielle,Flynn,employee289@company.com,Male,36,Married,Marketing,Marketing Associate,Medical,Master's,Non-Travel,6,2024-11-05,,Active,93014.88,11.77,4,1,1.7,1,0,7,3,Yes,1,1,1,1,4,1,No,80-100K,35-44
290,Carol,Warren,employee290@company.com,Male,28,Single,Human Resources,HR Executive,Human Resources,Master's,Travel_Frequently,13,2020-01-20,2022-06-03,Terminated,73059.51,6.25,3,1,6.5,2,6,4,2,No,1,2,1,1,1,2,Yes,60-80K,25-34
291,William,Zhang,employee291@company.com,Male,56,Single,Marketing,Marketing Manager,Other,Bachelor's,Non-Travel,33,2019-09-04,,Active,101678.17,21.58,3,2,6.8,7,5,1,1,No,3,4,2,2,4,1,No,100K+,55+
292,Shannon,Valenzuela,employee292@company.com,Male,55,Single,Operations,Supply Chain Coordinator,Technical Degree,PhD,Travel_Frequently,19,2016-07-18,2023-07-29,Terminated,96604.99,14.81,1,5,10.0,7,0,6,2,No,4,3,4,2,4,3,Yes,80-100K,45-54
293,Mary,Curry,employee293@company.com,Male,52,Divorced,Operations,Logistics Executive,Marketing,Master's,Non-Travel,44,2019-03-24,,Active,92759.53,13.31,2,7,7.3,8,5,1,0,Yes,3,4,1,2,1,3,No,80-100K,45-54
294,Anthony,Gonzalez,employee294@company.com,Female,29,Single,Research & Development,Lab Technician,Technical Degree,High School,Travel_Rarely,49,2018-12-16,,Active,95944.03,18.41,3,4,7.6,6,2,7,3,No,4,3,2,4,1,1,No,80-100K,25-34
295,Chelsea,Austin,employee295@company.com,Male,23,Single,Human Resources,HR Coordinator,Other,Bachelor's,Non-Travel,32,2023-05-17,,Active,83755.23,17.6,5,6,3.1,5,1,4,0,Yes,5,4,4,2,3,4,No,80-100K,<25
296,Kevin,Jones,employee296@company.com,Male,24,Married,Finance,Finance Manager,Life Sciences,High School,Travel_Rarely,21,2021-11-26,,Active,68806.36,21.62,3,0,4.6,0,1,8,2,Yes,3,4,2,3,4,4,No,60-80K,<25
297,Jennifer,Oconnor,employee297@company.com,Female,57,Divorced,Operations,Operations Analyst,Human Resources,High School,Travel_Rarely,36,2020-02-23,,Active,119094.0,21.65,3,6,6.4,4,3,6,2,No,2,1,1,1,2,3,No,100K+,55+
298,Robert,Smith,employee298@company.com,Female,46,Single,Human Resources,HR Executive,Technical Degree,PhD,Travel_Rarely,27,2021-10-11,,Active,101409.49,10.08,4,3,4.7,3,5,4,0,Yes,6,3,1,3,2,1,No,100K+,45-54
299,Kevin,Murphy,employee299@company.com,Female,58,Divorced,IT,IT Manager,Technical Degree,PhD,Non-Travel,45,2016-11-24,2021-11-26,Terminated,118592.93,12.8,1,5,9.6,6,4,6,2,Yes,6,4,1,2,3,4,Yes,100K+,55+
300,Tara,Stewart,employee300@company.com,Female,45,Married,IT,IT Manager,Medical,High School,Travel_Frequently,5,2020-04-04,,Active,105444.43,21.33,3,4,6.3,4,0,4,3,Yes,4,1,1,3,3,1,No,100K+,35-44
301,Ryan,Shaffer,employee301@company.com,Female,26,Divorced,IT,Network Administrator,Marketing,PhD,Travel_Rarely,43,2023-11-08,,Active,68365.07,14.42,3,6,2.7,4,4,8,3,Yes,0,2,4,2,4,3,No,60-80K,25-34
302,John,Thomas,employee302@company.com,Male,55,Single,Marketing,SEO Specialist,Marketing,High School,Non-Travel,16,2025-05-30,,Active,95597.28,5.46,4,4,1.1,6,3,5,0,Yes,6,4,3,3,2,3,No,80-100K,45-54
303,Lisa,Kemp,employee303@company.com,Male,31,Single,Marketing,Marketing Manager,Life Sciences,Master's,Travel_Rarely,30,2017-09-14,,Active,96009.4,13.16,5,6,8.8,0,1,2,2,Yes,0,3,3,2,1,4,No,80-100K,25-34
304,Brandon,Stewart,employee304@company.com,Male,42,Divorced,Operations,Operations Analyst,Marketing,Bachelor's,Travel_Rarely,24,2021-03-31,2025-12-18,Terminated,102755.55,17.45,4,6,5.3,2,1,1,0,No,3,1,2,1,3,3,Yes,100K+,35-44
305,Robin,Stone,employee305@company.com,Male,49,Single,Operations,Logistics Executive,Medical,Bachelor's,Non-Travel,14,2018-02-08,,Active,98886.48,24.31,3,4,8.4,0,3,8,2,Yes,2,4,4,2,3,2,No,80-100K,45-54
306,Shannon,Long,employee306@company.com,Female,23,Divorced,Human Resources,HR Coordinator,Human Resources,Bachelor's,Travel_Frequently,43,2022-12-31,,Active,80159.91,20.38,2,3,3.5,4,4,6,2,No,6,1,2,4,4,1,No,80-100K,<25
307,Joseph,Barton,employee307@company.com,Male,41,Single,Finance,Finance Manager,Medical,High School,Travel_Frequently,21,2019-09-06,,Active,111964.97,22.23,4,6,6.8,0,2,1,3,No,5,4,3,4,1,2,No,100K+,35-44
308,Sheila,Conley,employee308@company.com,Female,48,Divorced,Marketing,Content Writer,Other,PhD,Travel_Rarely,45,2019-02-18,,Active,89526.43,2.63,2,2,7.4,7,6,2,0,No,1,3,3,1,1,2,No,80-100K,45-54
309,Ryan,Lynch,employee309@company.com,Female,42,Married,Research & Development,Research Director,Technical Degree,Master's,Travel_Rarely,12,2017-04-12,,Active,101806.46,17.81,4,4,9.2,3,0,6,2,Yes,3,4,2,1,1,2,No,100K+,35-44
310,Daniel,Glass,employee310@company.com,Male,25,Married,Sales,Account Executive,Human Resources,High School,Travel_Frequently,17,2022-12-08,,Active,76967.11,5.43,5,2,3.6,1,0,8,3,No,6,4,1,2,2,2,No,60-80K,<25
311,Eric,Johnson,employee311@company.com,Female,46,Single,Operations,Supply Chain Coordinator,Technical Degree,Master's,Travel_Frequently,14,2022-05-27,,Active,93534.78,24.89,3,3,4.1,6,1,6,1,Yes,2,3,2,4,2,3,No,80-100K,45-54
312,Eduardo,Smith,employee312@company.com,Female,30,Married,IT,Network Administrator,Other,High School,Travel_Frequently,14,2017-01-12,2021-11-06,Terminated,100481.65,18.41,4,4,9.5,1,0,8,0,Yes,2,2,4,3,1,1,Yes,100K+,25-34
313,Eric,Rich,employee313@company.com,Female,45,Single,Human Resources,HR Coordinator,Human Resources,Bachelor's,Travel_Frequently,12,2018-09-09,,Active,108381.25,7.99,3,5,7.8,7,1,1,2,No,1,3,1,3,1,2,No,100K+,35-44
314,Kevin,Kelley,employee314@company.com,Female,40,Married,Finance,Finance Manager,Human Resources,PhD,Travel_Frequently,21,2017-11-23,,Active,104202.64,12.02,2,7,8.6,2,4,7,0,Yes,1,1,2,2,1,4,No,100K+,35-44
315,Shelley,Gibson,employee315@company.com,Female,29,Married,Human Resources,HR Manager,Life Sciences,High School,Travel_Rarely,46,2019-08-21,,Active,102782.18,14.9,3,1,6.9,2,0,5,0,Yes,6,3,2,2,3,2,No,100K+,25-34
316,Haley,Bell,employee316@company.com,Male,48,Single,IT,Software Engineer,Medical,High School,Travel_Frequently,7,2023-05-09,,Active,98715.06,22.41,1,1,3.2,6,2,1,2,Yes,0,1,4,4,4,3,No,80-100K,45-54
317,Nathan,Valdez,employee317@company.com,Male,61,Married,IT,Software Engineer,Marketing,Master's,Non-Travel,4,2022-10-12,,Active,119029.29,20.44,3,0,3.7,1,4,6,0,No,2,2,2,4,1,1,No,100K+,55+
318,Harold,Aguirre,employee318@company.com,Female,40,Divorced,Operations,Operations Manager,Other,Master's,Non-Travel,20,2017-04-08,,Active,87346.0,13.29,3,4,9.2,2,2,1,2,Yes,3,4,4,4,3,4,No,80-100K,35-44
319,John,Harris,employee319@company.com,Male,49,Divorced,Sales,Account Executive,Technical Degree,Bachelor's,Non-Travel,33,2018-11-07,,Active,104062.5,9.86,3,3,7.7,2,3,8,0,No,3,4,1,4,3,2,No,100K+,45-54
320,Christopher,Cox,employee320@company.com,Female,40,Divorced,Research & Development,Lab Technician,Life Sciences,Bachelor's,Non-Travel,33,2017-01-28,,Active,90047.85,4.48,3,1,9.4,7,5,4,2,No,4,1,1,1,4,2,No,80-100K,35-44
321,Tyler,Diaz,employee321@company.com,Male,27,Married,Operations,Operations Manager,Other,PhD,Travel_Rarely,38,2022-07-05,,Active,83054.94,18.65,4,7,4.0,4,2,2,1,Yes,0,3,1,4,1,1,No,80-100K,25-34
322,Monique,Cervantes,employee322@company.com,Female,51,Divorced,Finance,Accountant,Technical Degree,High School,Travel_Rarely,40,2023-11-29,2025-06-30,Terminated,109727.36,20.7,4,6,2.6,4,0,2,1,Yes,1,1,1,2,1,2,Yes,100K+,45-54
323,Bridget,Mcgee,employee323@company.com,Female,62,Divorced,Finance,Financial Analyst,Medical,Bachelor's,Travel_Rarely,50,2020-03-05,,Active,97326.69,12.66,3,0,6.3,1,1,2,3,No,3,1,4,2,2,3,No,80-100K,55+
324,Jennifer,Moore,employee324@company.com,Male,28,Divorced,IT,Network Administrator,Other,High School,Travel_Rarely,32,2022-01-02,2024-12-11,Terminated,113785.81,18.95,3,4,4.5,0,3,6,3,No,1,1,1,4,3,1,Yes,100K+,25-34
325,David,Douglas,employee325@company.com,Male,53,Divorced,Human Resources,HR Coordinator,Other,PhD,Travel_Rarely,45,2021-03-19,,Active,87309.74,12.03,2,3,5.3,7,2,7,1,Yes,4,3,4,2,3,4,No,80-100K,45-54
326,Amber,Aguilar,employee326@company.com,Male,61,Single,Finance,Finance Manager,Marketing,Bachelor's,Travel_Frequently,31,2021-05-17,,Active,90587.17,4.97,2,7,5.1,1,6,6,3,No,1,2,1,1,3,3,No,80-100K,55+
327,Dana,Mitchell,employee327@company.com,Male,26,Married,Human Resources,HR Manager,Technical Degree,Bachelor's,Travel_Frequently,15,2017-01-05,,Active,98171.66,4.78,3,4,9.5,5,6,5,0,No,1,1,1,4,4,1,No,80-100K,25-34
328,Taylor,Andrews,employee328@company.com,Male,54,Single,Sales,Sales Executive,Medical,Bachelor's,Non-Travel,24,2020-01-05,,Active,115074.94,5.61,3,7,6.5,8,3,1,1,No,2,2,1,2,4,4,No,100K+,45-54
329,Tabitha,Jones,employee329@company.com,Female,43,Married,Operations,Operations Analyst,Human Resources,Master's,Non-Travel,18,2021-07-08,,Active,103761.8,10.57,4,5,5.0,3,1,8,3,Yes,1,4,4,4,4,3,No,100K+,35-44
330,Dylan,Mercer,employee330@company.com,Male,55,Single,Sales,Account Executive,Life Sciences,PhD,Travel_Rarely,26,2023-07-01,2026-05-22,Terminated,113425.18,24.58,2,0,3.0,6,6,0,1,Yes,5,3,4,4,3,3,Yes,100K+,45-54
331,Kathryn,Bright,employee331@company.com,Male,47,Married,Human Resources,HR Executive,Other,Master's,Travel_Frequently,40,2025-05-16,,Active,97416.3,20.13,4,5,1.1,6,6,3,2,Yes,0,3,4,2,3,2,No,80-100K,45-54
332,Amanda,Thompson,employee332@company.com,Male,23,Single,Sales,Sales Manager,Human Resources,PhD,Non-Travel,50,2021-05-22,,Active,64941.18,8.99,3,1,5.1,0,6,5,2,No,0,1,1,4,3,1,No,60-80K,<25
333,Lauren,Davis,employee333@company.com,Male,44,Married,Finance,Finance Manager,Marketing,Master's,Travel_Frequently,25,2018-05-03,,Active,96337.07,13.95,3,5,8.2,8,4,3,2,No,0,2,4,4,1,1,No,80-100K,35-44
334,Jason,Jackson,employee334@company.com,Female,35,Married,Sales,Account Executive,Life Sciences,PhD,Travel_Frequently,34,2020-05-26,,Active,77842.57,11.26,3,6,6.1,4,4,7,3,No,5,4,4,2,2,2,No,60-80K,25-34
335,Nicholas,Pittman,employee335@company.com,Male,35,Married,Finance,Auditor,Technical Degree,Bachelor's,Travel_Frequently,11,2017-06-08,2019-11-05,Terminated,102626.8,23.71,3,1,9.1,6,0,1,2,No,0,2,1,3,3,3,Yes,100K+,25-34
